ID,UF,Município
4079,PR,Jacarezinho
4080,PR,Jaguapitã
4081,PR,Jaguariaíva
4082,PR,Jandaia do Sul
4083,PR,Janiópolis
4084,PR,Japira
4085,PR,Japurá
4086,PR,Jardim Alegre
4087,PR,Jardim Olinda
4088,PR,Jataizinho
4089,PR,Jesuítas
4090,PR,Joaquim Távora
4091,PR,Jundiaí do Sul
4092,PR,Juranda
4093,PR,Jussara
4094,PR,Kaloré
4095,PR,Lapa
4096,PR,Laranjal
4097,PR,Laranjeiras do Sul
4098,PR,Leópolis
4099,PR,Lidianópolis
4100,PR,Lindoeste
4101,PR,Loanda
4102,PR,Lobato
4103,PR,Londrina
4104,PR,Luiziana
4105,PR,Lunardelli
4106,PR,Lupionópolis
4107,PR,Mallet
4108,PR,Mamborê
4109,PR,Mandaguaçu
4110,PR,Mandaguari
4111,PR,Mandirituba
4112,PR,Manfrinópolis
4113,PR,Mangueirinha
4114,PR,Manoel Ribas
4115,PR,Marechal Cândido Rondon
4116,PR,Maria Helena
4117,PR,Marialva
4118,PR,Marilândia do Sul
4119,PR,Marilena
4120,PR,Mariluz
4121,PR,Maringá
4122,PR,Mariópolis
4123,PR,Maripá
4124,PR,Marmeleiro
4125,PR,Marquinho
4126,PR,Marumbi
4127,PR,Matelândia
4128,PR,Matinhos
4129,PR,Mato Rico
4130,PR,Mauá da Serra
4131,PR,Medianeira
4132,PR,Mercedes
4133,PR,Mirador
4134,PR,Miraselva
4135,PR,Missal
4136,PR,Moreira Sales
4137,PR,Morretes
4138,PR,Munhoz de Melo
4139,PR,Nossa Senhora Das Graças
4140,PR,Nova Aliança do Ivaí
4141,PR,Nova América da Colina
4142,PR,Nova Aurora
4143,PR,Nova Cantu
4144,PR,Nova Esperança
4145,PR,Nova Esperança do Sudoeste
4146,PR,Nova Fátima
4147,PR,Nova Laranjeiras
4148,PR,Nova Londrina
4149,PR,Nova Olímpia
4150,PR,Nova Santa Bárbara
4151,PR,Nova Santa Rosa
4152,PR,Nova Prata do Iguaçu
4153,PR,Nova Tebas
4154,PR,Novo Itacolomi
4155,PR,Ortigueira
4156,PR,Ourizona
4157,PR,Ouro Verde do Oeste
4158,PR,Paiçandu
4159,PR,Palmas
4160,PR,Palmeira
4161,PR,Palmital
4162,PR,Palotina
4163,PR,Paraíso do Norte
4164,PR,Paranacity
4165,PR,Paranaguá
4166,PR,Paranapoema
4167,PR,Paranavaí
4168,PR,Pato Bragado
4169,PR,Pato Branco
4170,PR,Paula Freitas
4171,PR,Paulo Frontin
4172,PR,Peabiru
4173,PR,Perobal
4174,PR,Pérola
4175,PR,Pérola D´oeste
4176,PR,Piên
4177,PR,Pinhais
4178,PR,Pinhalão
4179,PR,Pinhal de São Bento
4180,PR,Pinhão
4181,PR,Piraí do Sul
4182,PR,Piraquara
4183,PR,Pitanga
4184,PR,Pitangueiras
4185,PR,Planaltina do Paraná
4186,PR,Planalto
4187,PR,Ponta Grossa
4188,PR,Pontal do Paraná
4189,PR,Porecatu
4190,PR,Porto Amazonas
4191,PR,Porto Barreiro
4192,PR,Porto Rico
4193,PR,Porto Vitória
4194,PR,Prado Ferreira
4195,PR,Pranchita
4196,PR,Presidente Castelo Branco
4197,PR,Primeiro de Maio
4198,PR,Prudentópolis
4199,PR,Quarto Centenário
4200,PR,Quatiguá
4201,PR,Quatro Barras
4202,PR,Quatro Pontes
4203,PR,Quedas do Iguaçu
4204,PR,Querência do Norte
4205,PR,Quinta do Sol
4206,PR,Quitandinha
4207,PR,Ramilândia
4208,PR,Rancho Alegre
4209,PR,Rancho Alegre D´oeste
4210,PR,Realeza
4211,PR,Rebouças
4212,PR,Renascença
4213,PR,Reserva
4214,PR,Reserva do Iguaçu
4215,PR,Ribeirão Claro
4216,PR,Ribeirão do Pinhal
4217,PR,Rio Azul
4218,PR,Rio Bom
4219,PR,Rio Bonito do Iguaçu
4220,PR,Rio Branco do Ivaí
4221,PR,Rio Branco do Sul
4222,PR,Rio Negro
4223,PR,Rolândia
4224,PR,Roncador
4225,PR,Rondon
4226,PR,Rosário do Ivaí
4227,PR,Sabáudia
4228,PR,Salgado Filho
4229,PR,Salto do Itararé
4230,PR,Salto do Lontra
4231,PR,Santa Amélia
4232,PR,Santa Cecília do Pavão
4233,PR,Santa Cruz de Monte Castelo
4234,PR,Santa fé
4235,PR,Santa Helena
4236,PR,Santa Inês
4237,PR,Santa Isabel do Ivaí
4238,PR,Santa Izabel do Oeste
4239,PR,Santa Lúcia
4240,PR,Santa Maria do Oeste
4241,PR,Santa Mariana
4242,PR,Santa Mônica
4243,PR,Santana do Itararé
4244,PR,Santa Tereza do Oeste
4245,PR,Santa Terezinha de Itaipu
4246,PR,Santo Antônio da Platina
4247,PR,Santo Antônio do Caiuá
4248,PR,Santo Antônio do Paraíso
4249,PR,Santo Antônio do Sudoeste
4250,PR,Santo Inácio
4251,PR,São Carlos do Ivaí
4252,PR,São Jerônimo da Serra
4253,PR,São João
4254,PR,São João do Caiuá
4255,PR,São João do Ivaí
4256,PR,São João do Triunfo
4257,PR,São Jorge D´oeste
4258,PR,São Jorge do Ivaí
4259,PR,São Jorge do Patrocínio
4260,PR,São José da Boa Vista
4261,PR,São José Das Palmeiras
4262,PR,São José Dos Pinhais
4263,PR,São Manoel do Paraná
4264,PR,São Mateus do Sul
4265,PR,São Miguel do Iguaçu
4266,PR,São Pedro do Iguaçu
4267,PR,São Pedro do Ivaí
4268,PR,São Pedro do Paraná
4269,PR,São Sebastião da Amoreira
4270,PR,São Tomé
4271,PR,Sapopema
4272,PR,Sarandi
4273,PR,Saudade do Iguaçu
4274,PR,Sengés
4275,PR,Serranópolis do Iguaçu
4276,PR,Sertaneja
4277,PR,Sertanópolis
4278,PR,Siqueira Campos
4279,PR,Sulina
4280,PR,Tamarana
4281,PR,Tamboara
4282,PR,Tapejara
4283,PR,Tapira
4284,PR,Teixeira Soares
4285,PR,Telêmaco Borba
4286,PR,Terra Boa
4287,PR,Terra Rica
4288,PR,Terra Roxa
4289,PR,Tibagi
4290,PR,Tijucas do Sul
4291,PR,Toledo
4292,PR,Tomazina
4293,PR,Três Barras do Paraná
4294,PR,Tunas do Paraná
4295,PR,Tuneiras do Oeste
4296,PR,Tupãssi
4297,PR,Turvo
4298,PR,Ubiratã
4299,PR,Umuarama
4300,PR,União da Vitória
4301,PR,Uniflor
4302,PR,Uraí
4303,PR,Wenceslau Braz
4304,PR,Ventania
4305,PR,Vera Cruz do Oeste
4306,PR,Verê
4307,PR,Vila Alta
4308,PR,Doutor Ulysses
4309,PR,Virmond
4310,PR,Vitorino
4311,PR,Xambrê
4312,SC,Abdon Batista
4313,SC,Abelardo Luz
4314,SC,Agrolândia
4315,SC,Agronômica
4316,SC,Água Doce
4317,SC,Águas de Chapecó
4318,SC,Águas Frias
4319,SC,Águas Mornas
4320,SC,Alfredo Wagner
4321,SC,Alto Bela Vista
4322,SC,Anchieta
4323,SC,Angelina
4324,SC,Anita Garibaldi
4325,SC,Anitápolis
4326,SC,Antônio Carlos
4327,SC,Apiúna
4328,SC,Arabutã
4329,SC,Araquari
4330,SC,Araranguá
4331,SC,Armazém
4332,SC,Arroio Trinta
4333,SC,Arvoredo
4334,SC,Ascurra
4335,SC,Atalanta
4336,SC,Aurora
4337,SC,Balneário Arroio do Silva
4338,SC,Balneário Camboriú
4339,SC,Balneário Barra do Sul
4340,SC,Balneário Gaivota
4341,SC,Bandeirante
4342,SC,Barra Bonita
4343,SC,Barra Velha
4344,SC,Bela Vista do Toldo
4345,SC,Belmonte
4346,SC,Benedito Novo
4347,SC,Biguaçu
4348,SC,Blumenau
4349,SC,Bocaina do Sul
4350,SC,Bombinhas
4351,SC,Bom Jardim da Serra
4352,SC,Bom Jesus
4353,SC,Bom Jesus do Oeste
4354,SC,Bom Retiro
4355,SC,Botuverá
4356,SC,Braço do Norte
4357,SC,Braço do Trombudo
4358,SC,Brunópolis
4359,SC,Brusque
4360,SC,Caçador
4361,SC,Caibi
4362,SC,Calmon
4363,SC,Camboriú
4364,SC,Capão Alto
4365,SC,Campo Alegre
4366,SC,Campo Belo do Sul
4367,SC,Campo Erê
4368,SC,Campos Novos
4369,SC,Canelinha
4370,SC,Canoinhas
4371,SC,Capinzal
4372,SC,Capivari de Baixo
4373,SC,Catanduvas
4374,SC,Caxambu do Sul
4375,SC,Celso Ramos
4376,SC,Cerro Negro
4377,SC,Chapadão do Lageado
4378,SC,Chapecó
4379,SC,Cocal do Sul
4380,SC,Concórdia
4381,SC,Cordilheira Alta
4382,SC,Coronel Freitas
4383,SC,Coronel Martins
4384,SC,Corupá
4385,SC,Correia Pinto
4386,SC,Criciúma
4387,SC,Cunha Porã
4388,SC,Cunhataí
4389,SC,Curitibanos
4390,SC,Descanso
4391,SC,Dionísio Cerqueira
4392,SC,Dona Emma
4393,SC,Doutor Pedrinho
4394,SC,Entre Rios
4395,SC,Ermo
4396,SC,Erval Velho
4397,SC,Faxinal Dos Guedes
4398,SC,Flor do Sertão
4399,SC,Florianópolis
4400,SC,Formosa do Sul
4401,SC,Forquilhinha
4402,SC,Fraiburgo
4403,SC,Frei Rogério
4404,SC,Galvão
4405,SC,Garopaba
4406,SC,Garuva
4407,SC,Gaspar
4408,SC,Governador Celso Ramos
4409,SC,Grão Pará
4410,SC,Gravatal
4411,SC,Guabiruba
4412,SC,Guaraciaba
4413,SC,Guaramirim
4414,SC,Guarujá do Sul
4415,SC,Guatambú
4416,SC,Herval D´oeste
4417,SC,Ibiam
4418,SC,Ibicaré
4419,SC,Ibirama
4420,SC,Içara
4421,SC,Ilhota
4422,SC,Imaruí
4423,SC,Imbituba
4424,SC,Imbuia
4425,SC,Indaial
4426,SC,Iomerê
4427,SC,Ipira
4428,SC,Iporã do Oeste
4429,SC,Ipuaçu
4430,SC,Ipumirim
4431,SC,Iraceminha
4432,SC,Irani
4433,SC,Irati
4434,SC,Irineópolis
4435,SC,Itá
4436,SC,Itaiópolis
4437,SC,Itajaí
4438,SC,Itapema
4439,SC,Itapiranga
4440,SC,Itapoá
4441,SC,Ituporanga
4442,SC,Jaborá
4443,SC,Jacinto Machado
4444,SC,Jaguaruna
4445,SC,Jaraguá do Sul
4446,SC,Jardinópolis
4447,SC,Joaçaba
4448,SC,Joinville
4449,SC,José Boiteux
4450,SC,Jupiá
4451,SC,Lacerdópolis
4452,SC,Lages
4453,SC,Laguna
4454,SC,Lajeado Grande
4455,SC,Laurentino
4456,SC,Lauro Muller
4457,SC,Lebon Régis
4458,SC,Leoberto Leal
4459,SC,Lindóia do Sul
4460,SC,Lontras
4461,SC,Luiz Alves
4462,SC,Luzerna
4463,SC,Macieira
4464,SC,Mafra
4465,SC,Major Gercino
4466,SC,Major Vieira
4467,SC,Maracajá
4468,SC,Maravilha
4469,SC,Marema
4470,SC,Massaranduba
4471,SC,Matos Costa
4472,SC,Meleiro
4473,SC,Mirim Doce
4474,SC,Modelo
4475,SC,Mondaí
4476,SC,Monte Carlo
4477,SC,Monte Castelo
4478,SC,Morro da Fumaça
4479,SC,Morro Grande
4480,SC,Navegantes
4481,SC,Nova Erechim
4482,SC,Nova Itaberaba
4483,SC,Nova Trento
4484,SC,Nova Veneza
4485,SC,Novo Horizonte
4486,SC,Orleans
4487,SC,Otacílio Costa
4488,SC,Ouro
4489,SC,Ouro Verde
4490,SC,Paial
4491,SC,Painel
4492,SC,Palhoça
4493,SC,Palma Sola
4494,SC,Palmeira
4495,SC,Palmitos
4496,SC,Papanduva
4497,SC,Paraíso
4498,SC,Passo de Torres
4499,SC,Passos Maia
4500,SC,Paulo Lopes
4501,SC,Pedras Grandes
4502,SC,Penha
4503,SC,Peritiba
4504,SC,Pescaria Brava
4505,SC,Petrolândia
4506,SC,Piçarras
4507,SC,Pinhalzinho
4508,SC,Pinheiro Preto
4509,SC,Piratuba
4510,SC,Planalto Alegre
4511,SC,Pomerode
4512,SC,Ponte Alta
4513,SC,Ponte Alta do Norte
4514,SC,Ponte Serrada
4515,SC,Porto Belo
4516,SC,Porto União
4517,SC,Pouso Redondo
4518,SC,Praia Grande
4519,SC,Presidente Castelo Branco
4520,SC,Presidente Getúlio
4521,SC,Presidente Nereu
4522,SC,Princesa
4523,SC,Quilombo
4524,SC,Rancho Queimado
4525,SC,Rio Das Antas
4526,SC,Rio do Campo
4527,SC,Rio do Oeste
4528,SC,Rio Dos Cedros
4529,SC,Rio do Sul
4530,SC,Rio Fortuna
4531,SC,Rio Negrinho
4532,SC,Rio Rufino
4533,SC,Riqueza
4534,SC,Rodeio
4535,SC,Romelândia
4536,SC,Salete
4537,SC,Saltinho
4538,SC,Salto Veloso
4539,SC,Sangão
4540,SC,Santa Cecília
4541,SC,Santa Helena
4542,SC,Santa Rosa de Lima
4543,SC,Santa Rosa do Sul
4544,SC,Santa Terezinha
4545,SC,Santa Terezinha do Progresso
4546,SC,Santiago do Sul
4547,SC,Santo Amaro da Imperatriz
4548,SC,São Bernardino
4549,SC,São Bento do Sul
4550,SC,São Bonifácio
4551,SC,São Carlos
4552,SC,São Cristovão do Sul
4553,SC,São Domingos
4554,SC,São Francisco do Sul
4555,SC,São João do Oeste
4556,SC,São João Batista
4557,SC,São João do Itaperiú
4558,SC,São João do Sul
4559,SC,São Joaquim
4560,SC,São José
4561,SC,São José do Cedro
4562,SC,São José do Cerrito
4563,SC,São Lourenço do Oeste
4564,SC,São Ludgero
4565,SC,São Martinho
4566,SC,São Miguel da Boa Vista
4567,SC,São Miguel do Oeste
4568,SC,São Pedro de Alcântara
4569,SC,Saudades
4570,SC,Schroeder
4571,SC,Seara
4572,SC,Serra Alta
4573,SC,Siderópolis
4574,SC,Sombrio
4575,SC,Sul Brasil
4576,SC,Taió
4577,SC,Tangará
4578,SC,Tigrinhos
4579,SC,Tijucas
4580,SC,Timbé do Sul
4581,SC,Timbó
4582,SC,Timbó Grande
4583,SC,Três Barras
4584,SC,Treviso
4585,SC,Treze de Maio
4586,SC,Treze Tílias
4587,SC,Trombudo Central
4588,SC,Tubarão
4589,SC,Tunápolis
4590,SC,Turvo
4591,SC,União do Oeste
4592,SC,Urubici
4593,SC,Urupema
4594,SC,Urussanga
4595,SC,Vargeão
4596,SC,Vargem
4597,SC,Vargem Bonita
4598,SC,Vidal Ramos
4599,SC,Videira
4600,SC,Vitor Meireles
4601,SC,Witmarsum
4602,SC,Xanxerê
4603,SC,Xavantina
4604,SC,Xaxim
4605,SC,Zortéa
4606,SC,Balneário Rincão
4607,RS,Aceguá
4608,RS,Água Santa
4609,RS,Agudo
4610,RS,Ajuricaba
4611,RS,Alecrim
4612,RS,Alegrete
4613,RS,Alegria
4614,RS,Almirante Tamandaré do Sul
4615,RS,Alpestre
4616,RS,Alto Alegre
4617,RS,Alto Feliz
4618,RS,Alvorada
4619,RS,Amaral Ferrador
4620,RS,Ametista do Sul
4621,RS,André da Rocha
4622,RS,Anta Gorda
4623,RS,Antônio Prado
4624,RS,Arambaré
4625,RS,Araricá
4626,RS,Aratiba
4627,RS,Arroio do Meio
4628,RS,Arroio do Sal
4629,RS,Arroio do Padre
4630,RS,Arroio Dos Ratos
4631,RS,Arroio do Tigre
4632,RS,Arroio Grande
4633,RS,Arvorezinha
4634,RS,Augusto Pestana
4635,RS,Áurea
4636,RS,Bagé
4637,RS,Balneário Pinhal
4638,RS,Barão
4639,RS,Barão de Cotegipe
4640,RS,Barão do Triunfo
4641,RS,Barracão
4642,RS,Barra do Guarita
4643,RS,Barra do Quaraí
4644,RS,Barra do Ribeiro
4645,RS,Barra do Rio Azul
4646,RS,Barra Funda
4647,RS,Barros Cassal
4648,RS,Benjamin Constant do Sul
4649,RS,Bento Gonçalves
4650,RS,Boa Vista Das Missões
4651,RS,Boa Vista do Buricá
4652,RS,Boa Vista do Cadeado
4653,RS,Boa Vista do Incra
4654,RS,Boa Vista do Sul
4655,RS,Bom Jesus
4656,RS,Bom Princípio
4657,RS,Bom Progresso
4658,RS,Bom Retiro do Sul
4659,RS,Boqueirão do Leão
4660,RS,Bossoroca
4661,RS,Bozano
4662,RS,Braga
4663,RS,Brochier
4664,RS,Butiá
4665,RS,Caçapava do Sul
4666,RS,Cacequi
4667,RS,Cachoeira do Sul
4668,RS,Cachoeirinha
4669,RS,Cacique Doble
4670,RS,Caibaté
4671,RS,Caiçara
4672,RS,Camaquã
4673,RS,Camargo
4674,RS,Cambará do Sul
4675,RS,Campestre da Serra
4676,RS,Campina Das Missões
4677,RS,Campinas do Sul
4678,RS,Campo Bom
4679,RS,Campo Novo
4680,RS,Campos Borges
4681,RS,Candelária
4682,RS,Cândido Godói
4683,RS,Candiota
4684,RS,Canela
4685,RS,Canguçu
4686,RS,Canoas
4687,RS,Canudos do Vale
4688,RS,Capão Bonito do Sul
4689,RS,Capão da Canoa
4690,RS,Capão do Cipó
4691,RS,Capão do Leão
4692,RS,Capivari do Sul
4693,RS,Capela de Santana
4694,RS,Capitão
4695,RS,Carazinho
4696,RS,Caraá
4697,RS,Carlos Barbosa
4698,RS,Carlos Gomes
4699,RS,Casca
4700,RS,Caseiros
4701,RS,Catuípe
4702,RS,Caxias do Sul
4703,RS,Centenário
4704,RS,Cerrito
4705,RS,Cerro Branco
4706,RS,Cerro Grande
4707,RS,Cerro Grande do Sul
4708,RS,Cerro Largo
4709,RS,Chapada
4710,RS,Charqueadas
4711,RS,Charrua
4712,RS,Chiapetta
4713,RS,Chuí
4714,RS,Chuvisca
4715,RS,Cidreira
4716,RS,Ciríaco
4717,RS,Colinas
4718,RS,Colorado
4719,RS,Condor
4720,RS,Constantina
4721,RS,Coqueiro Baixo
4722,RS,Coqueiros do Sul
4723,RS,Coronel Barros
4724,RS,Coronel Bicaco
4725,RS,Coronel Pilar
4726,RS,Cotiporã
4727,RS,Coxilha
4728,RS,Crissiumal
4729,RS,Cristal
4730,RS,Cristal do Sul
4731,RS,Cruz Alta
4732,RS,Cruzaltense
4733,RS,Cruzeiro do Sul
4734,RS,David Canabarro
4735,RS,Derrubadas
4736,RS,Dezesseis de Novembro
4737,RS,Dilermando de Aguiar
4738,RS,Dois Irmãos
4739,RS,Dois Irmãos Das Missões
4740,RS,Dois Lajeados
4741,RS,Dom Feliciano
4742,RS,Dom Pedro de Alcântara
4743,RS,Dom Pedrito
4744,RS,Dona Francisca
4745,RS,Doutor Maurício Cardoso
4746,RS,Doutor Ricardo
4747,RS,Eldorado do Sul
4748,RS,Encantado
4749,RS,Encruzilhada do Sul
4750,RS,Engenho Velho
4751,RS,Entre-ijuís
4752,RS,Entre Rios do Sul
4753,RS,Erebango
4754,RS,Erechim
4755,RS,Ernestina
4756,RS,Herval
4757,RS,Erval Grande
4758,RS,Erval Seco
4759,RS,Esmeralda
4760,RS,Esperança do Sul
4761,RS,Espumoso
4762,RS,Estação
4763,RS,Estância Velha
4764,RS,Esteio
4765,RS,Estrela
4766,RS,Estrela Velha
4767,RS,Eugênio de Castro
4768,RS,Fagundes Varela
4769,RS,Farroupilha
4770,RS,Faxinal do Soturno
4771,RS,Faxinalzinho
4772,RS,Fazenda Vilanova
4773,RS,Feliz
4774,RS,Flores da Cunha
4775,RS,Floriano Peixoto
4776,RS,Fontoura Xavier
4777,RS,Formigueiro
4778,RS,Forquetinha
4779,RS,Fortaleza Dos Valos
4780,RS,Frederico Westphalen
4781,RS,Garibaldi
4782,RS,Garruchos
4783,RS,Gaurama
4784,RS,General Câmara
4785,RS,Gentil
4786,RS,Getúlio Vargas
4787,RS,Giruá
4788,RS,Glorinha
4789,RS,Gramado
4790,RS,Gramado Dos Loureiros
4791,RS,Gramado Xavier
4792,RS,Gravataí
4793,RS,Guabiju
4794,RS,Guaíba
4795,RS,Guaporé
4796,RS,Guarani Das Missões
4797,RS,Harmonia
4798,RS,Herveiras
4799,RS,Horizontina
4800,RS,Hulha Negra
4801,RS,Humaitá
4802,RS,Ibarama
4803,RS,Ibiaçá
4804,RS,Ibiraiaras
4805,RS,Ibirapuitã
4806,RS,Ibirubá
4807,RS,Igrejinha
4808,RS,Ijuí
4809,RS,Ilópolis
4810,RS,Imbé
4811,RS,Imigrante
4812,RS,Independência
4813,RS,Inhacorá
4814,RS,Ipê
4815,RS,Ipiranga do Sul
4816,RS,Iraí
4817,RS,Itaara
4818,RS,Itacurubi
4819,RS,Itapuca
4820,RS,Itaqui
4821,RS,Itati
4822,RS,Itatiba do Sul
4823,RS,Ivorá
4824,RS,Ivoti
4825,RS,Jaboticaba
4826,RS,Jacuizinho
4827,RS,Jacutinga
4828,RS,Jaguarão
4829,RS,Jaguari
4830,RS,Jaquirana
4831,RS,Jari
4832,RS,Jóia
4833,RS,Júlio de Castilhos
4834,RS,Lagoa Bonita do Sul
4835,RS,Lagoão
4836,RS,Lagoa Dos Três Cantos
4837,RS,Lagoa Vermelha
4838,RS,Lajeado
4839,RS,Lajeado do Bugre
4840,RS,Lavras do Sul
4841,RS,Liberato Salzano
4842,RS,Lindolfo Collor
4843,RS,Linha Nova
4844,RS,Machadinho
4845,RS,Maçambara
4846,RS,Mampituba
4847,RS,Manoel Viana
4848,RS,Maquiné
4849,RS,Maratá
4850,RS,Marau
4851,RS,Marcelino Ramos
4852,RS,Mariana Pimentel
4853,RS,Mariano Moro
4854,RS,Marques de Souza
4855,RS,Mata
4856,RS,Mato Castelhano
4857,RS,Mato Leitão
4858,RS,Mato Queimado
4859,RS,Maximiliano de Almeida
4860,RS,Minas do Leão
4861,RS,Miraguaí
4862,RS,Montauri
4863,RS,Monte Alegre Dos Campos
4864,RS,Monte Belo do Sul
4865,RS,Montenegro
4866,RS,Mormaço
4867,RS,Morrinhos do Sul
4868,RS,Morro Redondo
4869,RS,Morro Reuter
4870,RS,Mostardas
4871,RS,Muçum
4872,RS,Muitos Capões
4873,RS,Muliterno
4874,RS,Não-me-toque
4875,RS,Nicolau Vergueiro
4876,RS,Nonoai
4877,RS,Nova Alvorada
4878,RS,Nova Araçá
4879,RS,Nova Bassano
4880,RS,Nova Boa Vista
4881,RS,Nova Bréscia
4882,RS,Nova Candelária
4883,RS,Nova Esperança do Sul
4884,RS,Nova Hartz
4885,RS,Nova Pádua
4886,RS,Nova Palma
4887,RS,Nova Petrópolis
4888,RS,Nova Prata
4889,RS,Nova Ramada
4890,RS,Nova Roma do Sul
4891,RS,Nova Santa Rita
4892,RS,Novo Cabrais
4893,RS,Novo Hamburgo
4894,RS,Novo Machado
4895,RS,Novo Tiradentes
4896,RS,Novo Xingu
4897,RS,Novo Barreiro
4898,RS,Osório
4899,RS,Paim Filho
4900,RS,Palmares do Sul
4901,RS,Palmeira Das Missões
4902,RS,Palmitinho
4903,RS,Panambi
4904,RS,Pantano Grande
4905,RS,Paraí
4906,RS,Paraíso do Sul
4907,RS,Pareci Novo
4908,RS,Parobé
4909,RS,Passa Sete
4910,RS,Passo do Sobrado
4911,RS,Passo Fundo
4912,RS,Paulo Bento
4913,RS,Paverama
4914,RS,Pedras Altas
4915,RS,Pedro Osório
4916,RS,Pejuçara
4917,RS,Pelotas
4918,RS,Picada Café
4919,RS,Pinhal
4920,RS,Pinhal da Serra
4921,RS,Pinhal Grande
4922,RS,Pinheirinho do Vale
4923,RS,Pinheiro Machado
4924,RS,Pinto Bandeira
4925,RS,Pirapó
4926,RS,Piratini
4927,RS,Planalto
4928,RS,Poço Das Antas
4929,RS,Pontão
4930,RS,Ponte Preta
4931,RS,Portão
4932,RS,Porto Alegre
4933,RS,Porto Lucena
4934,RS,Porto Mauá
4935,RS,Porto Vera Cruz
4936,RS,Porto Xavier
4937,RS,Pouso Novo
4938,RS,Presidente Lucena
4939,RS,Progresso
4940,RS,Protásio Alves
4941,RS,Putinga
4942,RS,Quaraí
4943,RS,Quatro Irmãos
4944,RS,Quevedos
4945,RS,Quinze de Novembro
4946,RS,Redentora
4947,RS,Relvado
4948,RS,Restinga Seca
4949,RS,Rio Dos Índios
4950,RS,Rio Grande
4951,RS,Rio Pardo
4952,RS,Riozinho
4953,RS,Roca Sales
4954,RS,Rodeio Bonito
4955,RS,Rolador
4956,RS,Rolante
4957,RS,Ronda Alta
4958,RS,Rondinha
4959,RS,Roque Gonzales
4960,RS,Rosário do Sul
4961,RS,Sagrada Família
4962,RS,Saldanha Marinho
4963,RS,Salto do Jacuí
4964,RS,Salvador Das Missões
4965,RS,Salvador do Sul
4966,RS,Sananduva
4967,RS,Santa Bárbara do Sul
4968,RS,Santa Cecília do Sul
4969,RS,Santa Clara do Sul
4970,RS,Santa Cruz do Sul
4971,RS,Santa Maria
4972,RS,Santa Maria do Herval
4973,RS,Santa Margarida do Sul
4974,RS,Santana da Boa Vista
4975,RS,Santana do Livramento
4976,RS,Santa Rosa
4977,RS,Santa Tereza
4978,RS,Santa Vitória do Palmar
4979,RS,Santiago
4980,RS,Santo Ângelo
4981,RS,Santo Antônio do Palma
4982,RS,Santo Antônio da Patrulha
4983,RS,Santo Antônio Das Missões
4984,RS,Santo Antônio do Planalto
4985,RS,Santo Augusto
4986,RS,Santo Cristo
4987,RS,Santo Expedito do Sul
4988,RS,São Borja
4989,RS,São Domingos do Sul
4990,RS,São Francisco de Assis
4991,RS,São Francisco de Paula
4992,RS,São Gabriel
4993,RS,São Jerônimo
4994,RS,São João da Urtiga
4995,RS,São João do Polêsine
4996,RS,São Jorge
4997,RS,São José Das Missões
4998,RS,São José do Herval
4999,RS,São José do Hortêncio
5000,RS,São José do Inhacorá
5001,RS,São José do Norte
5002,RS,São José do Ouro
5003,RS,São José do Sul
5004,RS,São José Dos Ausentes
5005,RS,São Leopoldo
5006,RS,São Lourenço do Sul
5007,RS,São Luiz Gonzaga
5008,RS,São Marcos
5009,RS,São Martinho
5010,RS,São Martinho da Serra
5011,RS,São Miguel Das Missões
5012,RS,São Nicolau
5013,RS,São Paulo Das Missões
5014,RS,São Pedro da Serra
5015,RS,São Pedro Das Missões
5016,RS,São Pedro do Butiá
5017,RS,São Pedro do Sul
5018,RS,São Sebastião do Caí
5019,RS,São Sepé
5020,RS,São Valentim
5021,RS,São Valentim do Sul
5022,RS,São Valério do Sul
5023,RS,São Vendelino
5024,RS,São Vicente do Sul
5025,RS,Sapiranga
5026,RS,Sapucaia do Sul
5027,RS,Sarandi
5028,RS,Seberi
5029,RS,Sede Nova
5030,RS,Segredo
5031,RS,Selbach
5032,RS,Senador Salgado Filho
5033,RS,Sentinela do Sul
5034,RS,Serafina Corrêa
5035,RS,Sério
5036,RS,Sertão
5037,RS,Sertão Santana
5038,RS,Sete de Setembro
5039,RS,Severiano de Almeida
5040,RS,Silveira Martins
5041,RS,Sinimbu
5042,RS,Sobradinho
5043,RS,Soledade
5044,RS,Tabaí
5045,RS,Tapejara
5046,RS,Tapera
5047,RS,Tapes
5048,RS,Taquara
5049,RS,Taquari
5050,RS,Taquaruçu do Sul
5051,RS,Tavares
5052,RS,Tenente Portela
5053,RS,Terra de Areia
5054,RS,Teutônia
5055,RS,Tio Hugo
5056,RS,Tiradentes do Sul
5057,RS,Toropi
5058,RS,Torres
5059,RS,Tramandaí
5060,RS,Travesseiro
5061,RS,Três Arroios
5062,RS,Três Cachoeiras
5063,RS,Três Coroas
5064,RS,Três de Maio
5065,RS,Três Forquilhas
5066,RS,Três Palmeiras
5067,RS,Três Passos
5068,RS,Trindade do Sul
5069,RS,Triunfo
5070,RS,Tucunduva
5071,RS,Tunas
5072,RS,Tupanci do Sul
5073,RS,Tupanciretã
5074,RS,Tupandi
5075,RS,Tuparendi
5076,RS,Turuçu
5077,RS,Ubiretama
5078,RS,União da Serra
5079,RS,Unistalda
5080,RS,Uruguaiana
5081,RS,Vacaria
5082,RS,Vale Verde
5083,RS,Vale do Sol
5084,RS,Vale Real
5085,RS,Vanini
5086,RS,Venâncio Aires
5087,RS,Vera Cruz
5088,RS,Veranópolis
